"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted","FIPStxt","Stabr","Area_name","Rural-urban_Continuum_Code_2003","Urban_Influence_Code_2003","Rural-urban_Continuum_Code_2013","Urban_Influence_Code_2013","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","POV04_2018","CI90LB04_2018","CI90UB04_2018","PCTPOV04_2018","CI90LB04P_2018","CI90UB04P_2018","FIPS"
"252516","MS","JACKSON","Profit","Yes","DAVITA",82,70,67,86,72,76,"Profit","Yes","DAVITA",0,28,1,1,0,"11/01/1982","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,87,1,"Worse than Expected",118,98,1,NA,199,NA,259,142,1276,6,30,0,NA,1,146,1357,4,156,1363,1,8,21,31,20,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,131,175,537,25,31.3,19.7,34.3,44.8,24.4,195.4,284.9,141.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.37,1,0.09,53.2,95.5,32.7,1,"As Expected",155,59,74.2,42.7,155,1387,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.24,0.09,69,0.43,"As Expected",1,31.7,6.5,128,15.3,28059,"MS","Jackson County",3,2,2,2,25348,22427,28269,17.9,15.8,20,8720,7389,10051,26.5,22.5,30.5,6308,5233,7383,25.4,21.1,29.7,51771,47974,55568,NA,NA,NA,NA,NA,NA,"28059"
"252518","MS","ALCORN","Profit","Yes","FRESENIUS MEDICAL CARE",76,70,77,82,75,76,"Profit","Yes","FRESENIUS MEDICAL CARE",0,23,1,0,0,"02/02/1983","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,85,1,"As Expected",99,98,1,NA,257,NA,259,118,1090,0,NA,0,NA,1,125,1137,1,127,1180,1,12,27,28,17,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,117,128,488,21.2,26.7,16.6,30,40.3,20.5,153.5,237.9,105.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.66,1.47,0.24,28.4,65.5,14.1,1,"Better than Expected",129,76.9,89,63.9,129,1184,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.75,0,68,0,"As Expected",1,26.6,2.2,102,8.3,28003,"MS","Alcorn County",7,8,7,8,6559,5259,7859,18.2,14.6,21.8,1940,1457,2423,23.4,17.6,29.2,1415,990,1840,22.8,16,29.6,40010,36190,43830,NA,NA,NA,NA,NA,NA,"28003"
"232627","MI","MACOMB","Profit","Yes","FRESENIUS MEDICAL CARE",75,81,86,78,85,84,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"06/22/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",23,1,0,1,40,1,"As Expected",67,98,1,NA,199,NA,259,85,700,7,66,0,NA,1,96,832,0,106,878,1,8,24,29,26,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,82,116,317,18.5,24.2,13.8,29.5,41.1,19.8,201.9,302,136.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.98,2.17,0.36,25.3,85.5,9.2,1,"As Expected",97,66.4,83.6,48.2,97,809,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.58,0.12,32,0.99,"As Expected",1,38.7,4.9,73,15.3,26099,"MI","Macomb County",1,1,1,1,95731,89057,102405,11,10.2,11.8,29100,25718,32482,16,14.1,17.9,19560,17049,22071,14.6,12.7,16.5,62191,60766,63616,NA,NA,NA,NA,NA,NA,"26099"
"232628","MI","OAKLAND","Profit","Yes","DAVITA",83,78,82,88,83,86,"Profit","Yes","DAVITA",1,20,1,0,0,"05/19/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,49,1,"As Expected",70,99,1,NA,257,NA,259,96,840,0,NA,0,NA,1,96,843,0,109,884,1,9,21,30,22,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,87,135,373,20.7,26.8,15.7,22.6,32.1,15,200.5,290.5,139.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.95,1.97,0.39,21.2,71.5,7.7,1,"As Expected",108,58.3,76,39.4,108,883,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.68,0.65,39,2,"As Expected",1,43.8,8,80,20.6,26125,"MI","Oakland County",1,1,1,1,102052,93657,110447,8.2,7.5,8.9,25043,21223,28863,9.6,8.1,11.1,17307,14536,20078,9,7.6,10.4,80319,78660,81978,NA,NA,NA,NA,NA,NA,"26125"
"242503","MN","HENNEPIN","Profit","Yes","DAVITA",85,79,76,88,85,86,"Profit","Yes","DAVITA",0,26,1,1,0,"09/01/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",23,1,0,1,64,1,"As Expected",74,99,1,NA,201,NA,259,113,1085,0,NA,0,NA,1,116,1150,2,119,1160,1,6,23,30,20,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,87,150,383,20.3,27.5,14.7,35.5,46.5,24.3,238.6,353.5,170.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.54,1.31,0.17,29.8,76.4,13.5,1,"As Expected",120,54.8,71.6,36.9,120,1183,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.38,0.01,33,0.25,"As Expected",1,31.9,6.3,110,15.1,27053,"MN","Hennepin County",1,1,1,1,127826,120376,135276,10.3,9.7,10.9,31551,27628,35474,11.6,10.2,13,21442,18398,24486,11.2,9.6,12.8,76067,74737,77397,NA,NA,NA,NA,NA,NA,"27053"
"262515","MO","PETTIS","Non-Profit","Yes","DIALYSIS CLINIC, INC.",81,84,86,84,90,91,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,20,1,0,1,"06/22/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,0,1,41,1,"As Expected",62,99,1,90,1,NA,259,71,538,11,72,0,NA,1,89,705,1,94,780,1,6,25,29,26,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,70,71,292,25.4,32.7,19.5,26.6,41,15,143.7,240,87.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.69,NA,5,66,0.6,1,"Better than Expected",88,81.1,94.4,66.8,88,691,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.24,0.08,32,0.62,"As Expected",1,32.6,0.5,69,4.7,29159,"MO","Pettis County",4,3,4,3,6885,5750,8020,16.6,13.9,19.3,2365,1809,2921,23.3,17.8,28.8,1553,1118,1988,21.1,15.2,27,45254,42503,48005,NA,NA,NA,NA,NA,NA,"29159"
"262516","MO","AUDRAIN","Non-Profit","Yes","DIALYSIS CLINIC, INC.",85,88,88,90,95,96,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,16,1,0,0,"06/24/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",10,1,0,1,31,1,"As Expected",37,96,1,NA,257,NA,201,53,390,0,NA,0,NA,1,55,412,1,59,462,1,6,18,40,21,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,47,68,186,24.7,34.1,17.4,37.5,50.5,25.1,215.6,351.4,138.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.8,2.17,0.2,8.7,115.2,1,1,"As Expected",58,62.7,86.7,37,58,445,1,11,0,NA,201,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,12,NA,"As Expected",1,47,0.6,37,6.9,29007,"MO","Audrain County",6,5,6,5,3883,3051,4715,16.7,13.1,20.3,1430,1039,1821,25.6,18.6,32.6,922,618,1226,23.9,16,31.8,44340,40689,47991,NA,NA,NA,NA,NA,NA,"29007"
"262517","MO","JACKSON","Non-Profit","Yes","DIALYSIS CLINIC, INC.",83,82,82,88,87,90,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",1,38,1,1,1,"06/24/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,2,1,83,1,"As Expected",108,94,1,93,1,NA,259,133,1089,19,136,0,NA,1,161,1393,2,165,1421,1,10,24,24,26,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,132,133,559,13.6,17.7,10.3,23.1,33.3,14.8,178.9,273.9,124.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.28,0.92,0.05,24.5,61,11.4,1,"As Expected",151,69.4,83.5,54.2,151,1313,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,3.85,1.07,50,2.15,"As Expected",1,37,11,134,21.2,29095,"MO","Jackson County",1,1,1,1,89787,81835,97739,13,11.8,14.2,30541,26261,34821,19,16.3,21.7,20469,16938,24000,17.7,14.6,20.8,55864,54440,57288,NA,NA,NA,NA,NA,NA,"29095"
"252538","MS","OKTIBBEHA","Profit","Yes","FRESENIUS MEDICAL CARE",80,72,79,84,83,84,"Profit","Yes","FRESENIUS MEDICAL CARE",0,25,1,0,0,"07/16/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,80,1,"As Expected",91,99,1,NA,257,NA,259,114,1171,0,NA,0,NA,1,117,1227,0,119,1254,1,10,27,33,19,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Better than Expected",1,"As Expected",1,"As Expected",1,104,34,432,18.4,25.3,12.9,21.1,44.8,6.6,69.6,149.1,36.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.52,1.27,0.17,20.2,55.6,8.7,1,"As Expected",118,66,81.8,49.1,118,1248,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.19,0,33,0,"As Expected",1,31.9,6.4,105,15.2,28105,"MS","Oktibbeha County",5,8,5,8,12296,10639,13953,27.3,23.6,31,2330,1717,2943,26.7,19.7,33.7,1719,1254,2184,28.1,20.5,35.7,39130,35449,42811,NA,NA,NA,NA,NA,NA,"28105"
"232729","MI",NA,"Profit","Yes","FRESENIUS MEDICAL CARE",89,66,71,93,72,72,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,0,0,"09/26/2018","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",21,1,0,1,75,1,"As Expected",93,94,1,NA,257,NA,259,122,1123,0,NA,0,NA,1,123,1146,3,127,1159,1,7,24,29,27,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,109,160,183,8.7,16.6,4,25.6,34.7,18,192.7,285.6,138,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.83,1.65,0.36,30.3,73.4,14.4,1,"As Expected",126,49.1,65.9,31.2,126,1188,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,2,NA,"As Expected",1,31.7,4.9,101,13.4,26000,"MI","Michigan",NA,NA,NA,NA,1369235,1349291,1389179,14,13.8,14.2,409201,398097,420305,19.3,18.8,19.8,278372,268693,288051,17.9,17.3,18.5,56640,56237,57043,121410,115951,126869,21.8,20.8,22.8,"26000"
"232683","MI","BARRY","Profit","Yes","FRESENIUS MEDICAL CARE",76,81,88,79,88,89,"Profit","Yes","FRESENIUS MEDICAL CARE",0,11,1,0,0,"09/12/2012","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,25,1,"As Expected",35,99,1,NA,257,NA,259,51,471,0,NA,0,NA,1,52,500,0,56,519,1,6,23,28,29,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,42,53,163,16.1,24.6,10,22.2,36.7,11.5,177.9,302.9,109.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.73,2.41,0.12,14,115.5,2.4,1,"As Expected",56,77.2,96.9,56.2,56,521,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.46,0.47,21,1.74,"As Expected",1,55.4,6.3,42,22.5,26015,"MI","Barry County",2,2,2,2,5100,4189,6011,8.5,7,10,1422,1052,1792,10.8,8,13.6,941,655,1227,9.5,6.6,12.4,64121,59939,68303,NA,NA,NA,NA,NA,NA,"26015"
"232684","MI","WAYNE","Profit","Yes","DAVITA",76,71,78,75,74,75,"Profit","Yes","DAVITA",0,24,1,0,0,"09/26/2012","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",37,1,0,1,49,1,"As Expected",78,94,1,NA,257,NA,259,122,1090,0,NA,0,NA,1,124,1130,3,124,1084,1,9,20,25,24,22,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,94,144,431,20.4,26.2,15.6,28.9,39.8,19.3,249.9,371.6,178.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.07,2.11,0.47,15.4,61.1,4.9,1,"As Expected",125,48.5,64.9,30.9,125,1162,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.35,0.1,51,0.46,"As Expected",1,34.2,8.3,109,17.8,26163,"MI","Wayne County",1,1,1,1,376649,362982,390316,21.7,20.9,22.5,132037,124614,139460,32.4,30.6,34.2,91928,86237,97619,31.3,29.4,33.2,46440,45555,47325,NA,NA,NA,NA,NA,NA,"26163"
"252539","MS","HOLMES","Profit","Yes","DAVITA",76,75,78,80,84,85,"Profit","Yes","DAVITA",0,22,1,1,0,"09/17/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",21,1,0,1,67,1,"As Expected",79,97,1,75,1,NA,259,87,872,11,64,0,NA,1,100,971,3,97,957,1,9,22,31,20,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,84,67,317,17.3,25.2,11.4,33.9,53.8,18.4,145.9,265.3,87.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.4,1.33,0.07,18.6,59.1,7.1,1,"As Expected",93,60.3,78.3,41.2,93,914,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.14,0,29,0,"As Expected",1,28.8,3.9,82,11.3,28051,"MS","Holmes County",6,6,6,6,5515,4320,6710,33.2,26,40.4,2015,1482,2548,45.5,33.5,57.5,1413,994,1832,43.1,30.3,55.9,26449,23682,29216,NA,NA,NA,NA,NA,NA,"28051"
"252540","MS","HARRISON","Profit","Yes","FRESENIUS MEDICAL CARE",77,70,72,85,84,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,0,0,"10/26/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,44,1,"As Expected",66,99,1,NA,257,NA,259,79,746,0,NA,0,NA,1,82,808,1,86,832,1,10,21,24,26,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,77,78,304,17.7,24.4,12.5,24.4,39.8,12.6,137.2,232.6,82,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.73,1.98,0.19,16.5,65.5,5.2,1,"As Expected",87,61.4,81.1,40.2,87,847,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.84,0.2,30,0.97,"As Expected",1,40.8,6.4,76,17.9,28047,"MS","Harrison County",3,2,2,2,40288,35871,44705,20,17.8,22.2,14063,11619,16507,29,24,34,9514,7605,11423,26.9,21.5,32.3,45355,42699,48011,NA,NA,NA,NA,NA,NA,"28047"
"243528","MN","STEARNS","Non-Profit","Yes","CENTRACARE DIALYSIS",87,85,91,87,89,92,"Non-Profit","Yes","CENTRACARE DIALYSIS",0,26,1,1,1,"03/01/2002","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,99,1,"As Expected",163,99,1,84,1,NA,259,143,1191,73,554,0,NA,1,224,1932,1,243,2048,1,8,30,33,22,7,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,194,191,754,20.6,24.6,17,28.1,38.1,19.8,153.7,220.6,113.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.71,1.4,0.31,5.9,26.1,1.7,1,"As Expected",176,72.1,83.3,60.2,176,1473,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.59,0.44,66,1.19,"As Expected",1,42.5,17.3,187,28.2,27145,"MN","Stearns County",3,2,3,2,18879,16482,21276,12.4,10.8,14,4972,3988,5956,13.8,11.1,16.5,3351,2643,4059,13,10.3,15.7,60843,58652,63034,NA,NA,NA,NA,NA,NA,"27145"
"243529","MN","MARTIN","Non-Profit","Yes","MAYO CLINIC DIALYSIS",79,89,91,80,95,96,"Non-Profit","Yes","MAYO CLINIC DIALYSIS",0,12,1,0,0,"06/04/2001","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,25,1,"As Expected",35,99,1,NA,257,NA,201,45,413,0,NA,0,NA,1,48,477,1,49,495,1,14,29,29,21,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,44,26,169,14.5,22.2,9,16.1,38.2,4.1,98.7,205.6,50.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.99,2.18,0.36,17.8,110.3,3.9,1,"As Expected",48,59.7,86.2,31.5,48,472,1,29,0,NA,201,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,14,NA,"As Expected",1,58,9.2,33,27.3,27091,"MN","Martin County",7,8,7,11,2677,2259,3095,13.7,11.6,15.8,818,640,996,19.4,15.2,23.6,560,422,698,18.1,13.6,22.6,50821,46531,55111,NA,NA,NA,NA,NA,NA,"27091"
"232686","MI","WAYNE","Profit","Yes","DAVITA",77,76,74,81,85,88,"Profit","Yes","DAVITA",1,22,1,0,0,"01/24/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",31,1,0,1,35,1,"As Expected",63,98,1,NA,257,NA,259,83,639,0,NA,0,NA,1,87,692,2,91,738,1,4,18,37,21,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,67,118,273,25,32.3,19,36.5,47.4,26.2,282.9,416.6,194,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.2,0.97,0.01,23.6,79.7,8.5,1,"As Expected",92,68.8,86.6,49.9,92,750,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.15,0.29,28,1.42,"As Expected",1,36.6,3.6,61,12.8,26163,"MI","Wayne County",1,1,1,1,376649,362982,390316,21.7,20.9,22.5,132037,124614,139460,32.4,30.6,34.2,91928,86237,97619,31.3,29.4,33.2,46440,45555,47325,NA,NA,NA,NA,NA,NA,"26163"
"242547","MN","HENNEPIN","Profit","Yes","DAVITA",89,83,83,90,91,89,"Profit","Yes","DAVITA",1,20,1,0,0,"02/14/2000","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",22,1,0,1,36,1,"As Expected",48,96,1,NA,257,NA,259,65,501,0,NA,0,NA,1,68,580,1,71,612,1,5,21,36,18,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,52,38,200,24.7,35.1,16.8,19.2,38.6,6.9,153,277.8,89,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.85,2.31,0.22,22.3,98.9,6.4,1,"As Expected",69,76,95.8,54.9,69,606,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.43,0.24,21,1.17,"As Expected",1,58.7,10.6,51,29.1,27053,"MN","Hennepin County",1,1,1,1,127826,120376,135276,10.3,9.7,10.9,31551,27628,35474,11.6,10.2,13,21442,18398,24486,11.2,9.6,12.8,76067,74737,77397,NA,NA,NA,NA,NA,NA,"27053"
"262549","MO","SAINT LOUIS","Profit","Yes","FRESENIUS MEDICAL CARE",76,77,81,78,82,81,"Profit","Yes","FRESENIUS MEDICAL CARE",1,29,1,1,1,"10/25/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",28,1,0,1,82,1,"As Expected",117,93,1,92,1,NA,259,130,1240,20,175,0,NA,1,157,1531,0,161,1570,1,8,23,24,26,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,130,130,516,17.3,22.9,12.9,26.6,37.5,17.5,161.7,247.2,112.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.67,1.27,0.31,33.7,70,18.3,1,"Worse than Expected",146,39.6,54.4,23.8,146,1384,1,25,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.48,0.54,63,1.26,"As Expected",1,23.9,4.7,147,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262551","MO","JACKSON","Profit","Yes","DAVITA",81,85,80,84,88,88,"Profit","Yes","DAVITA",0,16,1,0,0,"11/29/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,43,1,"As Expected",75,99,1,NA,257,NA,259,107,1015,0,NA,0,NA,1,107,1029,2,113,1051,1,3,17,29,24,27,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,79,102,327,27,37,19.2,20.8,33.9,11.3,216.7,333.8,142.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.94,2.09,0.35,4.6,60.7,0.5,1,"As Expected",113,67.9,83.8,51,113,1078,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.08,0.08,71,0.37,"As Expected",1,20.2,1.3,97,5.4,29095,"MO","Jackson County",1,1,1,1,89787,81835,97739,13,11.8,14.2,30541,26261,34821,19,16.3,21.7,20469,16938,24000,17.7,14.6,20.8,55864,54440,57288,NA,NA,NA,NA,NA,NA,"29095"
